,Date,R/Revenue/Thousand Dollars,R/Sales/Megawatthours,R/Customers/Count,R/Price/Cents/kWh,C/Revenue/Thousand Dollars,C/Sales/Megawatthours,C/Customers/Count,C/Price/Cents/kWh,I/Revenue/Thousand Dollars,I/Sales/Megawatthours,I/Customers/Count,I/Price/Cents/kWh,T/Revenue/Thousand Dollars,T/Sales/Megawatthours,T/Customers/Count,T/Price/Cents/kWh,O/Revenue/Thousand Dollars,O/Sales/Megawatthours,O/Customers/Count,O/Price/Cents/kWh,T/Revenue/Thousand Dollars.1,T/Sales/Megawatthours.1,T/Customers/Count.1,TPrice/Cents/kWh,State,Data Status
9139,2004-12-28,306013.0,4327922.0,,7.07,242106.0,3414894.0,,7.09,133973.0,2810945.0,,4.77,784.0,15510.0,,5.05,,,,,682876.0,10569271.0,,6.46,GA,Final
9140,2004-12-28,52732.0,263501.0,,20.01,52366.0,296929.0,,17.64,50200.0,320651.0,,15.66,0.0,0.0,,,,,,,155299.0,881080.0,,17.63,HI,Final
9141,2004-12-28,100439.0,1158012.0,,8.67,58744.0,914891.0,,6.42,62521.0,1487959.0,,4.2,0.0,0.0,,,,,,,221704.0,3560861.0,,6.23,IA,Final
9142,2004-12-28,48923.0,834983.0,,5.86,26755.0,517897.0,,5.17,19953.0,584486.0,,3.41,0.0,0.0,,,,,,,95631.0,1937365.0,,4.94,ID,Final
9143,2004-12-28,306494.0,4043776.0,,7.58,269164.0,3861746.0,,6.97,188148.0,4037790.0,,4.66,1636.0,33007.0,,4.96,,,,,765442.0,11976319.0,,6.39,IL,Final
9144,2004-12-28,206633.0,2948867.0,,7.01,118385.0,1896146.0,,6.24,168562.0,4082961.0,,4.13,142.0,1680.0,,8.45,,,,,493722.0,8929654.0,,5.53,IN,Final
9145,2004-12-28,75082.0,1061838.0,,7.07,66710.0,1099324.0,,6.07,40323.0,895588.0,,4.5,0.0,0.0,,,,,,,182116.0,3056750.0,,5.96,KS,Final
9146,2004-12-28,147162.0,2386984.0,,6.17,87326.0,1530812.0,,5.7,122675.0,3883382.0,,3.16,0.0,0.0,,,,,,,357164.0,7801178.0,,4.58,KY,Final
9147,2004-12-28,154641.0,1938852.0,,7.98,135592.0,1701576.0,,7.97,144648.0,2389983.0,,6.05,98.0,1256.0,,7.8,,,,,434980.0,6031667.0,,7.21,LA,Final
9148,2004-12-28,232615.0,1912785.0,,12.16,244784.0,2264491.0,,10.81,69807.0,786055.0,,8.88,1689.0,37828.0,,4.46,,,,,548895.0,5001159.0,,10.98,MA,Final
9149,2004-12-28,190018.0,2575495.0,,7.38,107394.0,1409275.0,,7.62,99705.0,1667596.0,,5.98,2534.0,42658.0,,5.94,,,,,399651.0,5695024.0,,7.02,MD,Final
9150,2004-12-28,51432.0,429278.0,,11.98,42476.0,363804.0,,11.68,21474.0,303784.0,,7.07,0.0,0.0,,,,,,,115382.0,1096865.0,,10.52,ME,Final
9151,2004-12-28,251442.0,3048513.0,,8.25,249333.0,3243402.0,,7.69,142587.0,2706232.0,,5.27,20.0,231.0,,8.66,,,,,643382.0,8998378.0,,7.15,MI,Final
9152,2004-12-28,153338.0,1976309.0,,7.76,104428.0,1762915.0,,5.92,91138.0,1874128.0,,4.86,116.0,1725.0,,6.72,,,,,349019.0,5615077.0,,6.22,MN,Final
9153,2004-12-28,177249.0,2885667.0,,6.14,121535.0,2343466.0,,5.19,47540.0,1191829.0,,3.99,25.0,596.0,,4.19,,,,,346349.0,6421558.0,,5.39,MO,Final
9154,2004-12-28,99983.0,1259813.0,,7.94,77781.0,959831.0,,8.1,61385.0,1315952.0,,4.66,0.0,0.0,,,,,,,239150.0,3535596.0,,6.76,MS,Final
9155,2004-12-28,32538.0,421670.0,,7.72,28101.0,377158.0,,7.45,15799.0,389069.0,,4.06,0.0,0.0,,,,,,,76437.0,1187897.0,,6.43,MT,Final
9156,2004-12-28,373654.0,4591812.0,,8.14,228942.0,3396897.0,,6.74,116802.0,2460510.0,,4.75,0.0,0.0,,,,,,,719397.0,10449219.0,,6.88,NC,Final
9157,2004-12-28,25052.0,398739.0,,6.28,19848.0,354075.0,,5.61,10478.0,258949.0,,4.05,0.0,0.0,,,,,,,55378.0,1011764.0,,5.47,ND,Final
9158,2004-12-28,51764.0,846372.0,,6.12,38571.0,704513.0,,5.47,26816.0,675040.0,,3.97,0.0,0.0,,,,,,,117150.0,2225925.0,,5.26,NE,Final
9159,2004-12-28,49398.0,414126.0,,11.93,40764.0,378187.0,,10.78,18813.0,182883.0,,10.29,0.0,0.0,,,,,,,108975.0,975196.0,,11.17,NH,Final
9160,2004-12-28,240575.0,2399962.0,,10.02,267227.0,3079919.0,,8.68,70531.0,854136.0,,8.26,2697.0,31459.0,,8.57,,,,,581029.0,6365476.0,,9.13,NJ,Final
9161,2004-12-28,41997.0,514002.0,,8.17,45837.0,629789.0,,7.28,26226.0,533460.0,,4.92,0.0,0.0,,,,,,,114059.0,1677250.0,,6.8,NM,Final
9162,2004-12-28,82310.0,815261.0,,10.1,60597.0,626115.0,,9.68,63028.0,1004931.0,,6.27,0.0,0.0,,,,,,,205935.0,2446306.0,,8.42,NV,Final
9163,2004-12-28,585604.0,4097926.0,,14.29,774525.0,6149688.0,,12.59,115789.0,1623682.0,,7.13,20372.0,252311.0,,8.07,,,,,1496290.0,12123607.0,,12.34,NY,Final
9164,2004-12-28,399286.0,5038330.0,,7.92,284816.0,3821778.0,,7.45,222239.0,4681559.0,,4.75,441.0,5341.0,,8.26,,,,,906782.0,13547008.0,,6.69,OH,Final
9165,2004-12-28,111672.0,1637239.0,,6.82,79464.0,1288888.0,,6.17,54472.0,1191239.0,,4.57,0.0,0.0,,,,,,,245608.0,4117366.0,,5.97,OK,Final
9166,2004-12-28,140125.0,1946344.0,,7.2,87630.0,1353745.0,,6.47,41178.0,973327.0,,4.23,82.0,1349.0,,6.08,,,,,269015.0,4274765.0,,6.29,OR,Final
9167,2004-12-28,446052.0,4882015.0,,9.14,308365.0,3746820.0,,8.23,231003.0,3965767.0,,5.82,5092.0,71913.0,,7.08,,,,,990512.0,12666515.0,,7.82,PA,Final
9168,2004-12-28,36782.0,275268.0,,13.36,35334.0,304102.0,,11.62,11919.0,112393.0,,10.6,0.0,0.0,,,,,,,84035.0,691764.0,,12.15,RI,Final
9169,2004-12-28,192591.0,2452384.0,,7.85,112146.0,1590480.0,,7.05,106152.0,2573675.0,,4.12,0.0,0.0,,,,,,,410889.0,6616538.0,,6.21,SC,Final
9170,2004-12-28,26028.0,361471.0,,7.2,18671.0,310046.0,,6.02,7111.0,156268.0,,4.55,0.0,0.0,,,,,,,51810.0,827785.0,,6.26,SD,Final
9171,2004-12-28,220780.0,3210829.0,,6.88,155987.0,2206736.0,,7.07,105266.0,2577446.0,,4.08,18.0,129.0,,13.95,,,,,482051.0,7995140.0,,6.03,TN,Final
9172,2004-12-28,844081.0,9135491.0,,9.24,586474.0,7612506.0,,7.7,478336.0,8181364.0,,5.85,484.0,6830.0,,7.09,,,,,1909374.0,24936191.0,,7.66,TX,Final
9173,2004-12-28,47605.0,682209.0,,6.98,38714.0,704783.0,,5.49,27062.0,762512.0,,3.55,14.0,258.0,,5.43,,,,,113395.0,2149763.0,,5.27,UT,Final
9174,2004-12-28,301100.0,4039716.0,,7.45,207961.0,3552013.0,,5.85,69277.0,1616576.0,,4.29,946.0,13374.0,,7.07,,,,,579284.0,9221679.0,,6.28,VA,Final
9175,2004-12-28,26289.0,209382.0,,12.56,19551.0,172955.0,,11.3,11161.0,137548.0,,8.11,0.0,0.0,,,,,,,57000.0,519885.0,,10.96,VT,Final
9176,2004-12-28,220322.0,3444426.0,,6.4,159455.0,2518707.0,,6.33,67632.0,1610300.0,,4.2,242.0,3747.0,,6.46,,,,,447651.0,7577180.0,,5.91,WA,Final
9177,2004-12-28,186463.0,2103909.0,,8.86,116589.0,1669384.0,,6.98,106155.0,2204191.0,,4.82,0.0,0.0,,,,,,,409206.0,5977483.0,,6.85,WI,Final
9178,2004-12-28,72253.0,1202422.0,,6.01,35377.0,655937.0,,5.39,37645.0,996937.0,,3.78,20.0,351.0,,5.7,,,,,145295.0,2855647.0,,5.09,WV,Final
9179,2004-12-28,16639.0,246012.0,,6.76,17816.0,313418.0,,5.68,24308.0,624789.0,,3.89,0.0,0.0,,,,,,,58763.0,1184219.0,,4.96,WY,Final
9180,2005-01-28,28435.0,231293.0,,12.29,26629.0,242678.0,,10.97,8143.0,93866.0,,8.68,0.0,0.0,,,,,,,63208.0,567837.0,,11.13,AK,Final
9181,2005-01-28,200190.0,2860584.0,,7.0,110849.0,1596112.0,,6.94,109485.0,2946032.0,,3.72,0.0,0.0,,,,,,,420525.0,7402728.0,,5.68,AL,Final
9182,2005-01-28,101061.0,1520696.0,,6.65,44495.0,845863.0,,5.26,56372.0,1396473.0,,4.04,0.0,0.0,,,,,,,201928.0,3763032.0,,5.37,AR,Final
9183,2005-01-28,177195.0,2285564.0,,7.75,131969.0,1933155.0,,6.83,48036.0,904871.0,,5.31,0.0,0.0,,,,,,,357201.0,5123590.0,,6.97,AZ,Final
9184,2005-01-28,931803.0,7646702.0,,12.19,954214.0,8913718.0,,10.71,330610.0,3838872.0,,8.61,4623.0,71623.0,,6.45,,,,,2221250.0,20470914.0,,10.85,CA,Final
9185,2005-01-28,126774.0,1468070.0,,8.64,112111.0,1561017.0,,7.18,51416.0,957320.0,,5.37,96.0,1586.0,,6.05,,,,,290397.0,3987993.0,,7.28,CO,Final
9186,2005-01-28,172147.0,1358214.0,,12.67,125643.0,1179987.0,,10.65,36114.0,411769.0,,8.77,1451.0,17103.0,,8.48,,,,,335354.0,2967073.0,,11.3,CT,Final
9187,2005-01-28,13144.0,176397.0,,7.45,,,,,,,,,1801.0,23064.0,,7.81,,,,,71793.0,981857.0,,7.31,DC,Final
9188,2005-01-28,33995.0,422364.0,,8.05,24056.0,343370.0,,7.01,17417.0,272088.0,,6.4,0.0,0.0,,,,,,,75468.0,1037822.0,,7.27,DE,Final
9189,2005-01-28,864020.0,9376870.0,,9.21,538003.0,6795487.0,,7.92,93281.0,1564051.0,,5.96,669.0,8681.0,,7.71,,,,,1495973.0,17745089.0,,8.43,FL,Final
9190,2005-01-28,361315.0,4673121.0,,7.73,249627.0,3467297.0,,7.2,135754.0,2817543.0,,4.82,822.0,15730.0,,5.23,,,,,747518.0,10973692.0,,6.81,GA,Final
9191,2005-01-28,51715.0,271423.0,,19.05,47391.0,273877.0,,17.3,43236.0,311529.0,,13.88,0.0,0.0,,,,,,,142343.0,856829.0,,16.61,HI,Final
9192,2005-01-28,110433.0,1324117.0,,8.34,59889.0,964088.0,,6.21,56828.0,1351293.0,,4.21,0.0,0.0,,,,,,,227150.0,3639498.0,,6.24,IA,Final
9193,2005-01-28,49970.0,845485.0,,5.91,25249.0,487378.0,,5.18,20484.0,590894.0,,3.47,0.0,0.0,,,,,,,95703.0,1923757.0,,4.97,ID,Final
9194,2005-01-28,339815.0,4677181.0,,7.27,280068.0,4037769.0,,6.94,164085.0,3421021.0,,4.8,3947.0,68325.0,,5.78,,,,,787915.0,12204296.0,,6.46,IL,Final
9195,2005-01-28,228265.0,3367147.0,,6.78,121164.0,1950501.0,,6.21,166712.0,3955277.0,,4.21,154.0,1874.0,,8.22,,,,,516295.0,9274798.0,,5.57,IN,Final
9196,2005-01-28,78884.0,1153298.0,,6.84,67276.0,1129041.0,,5.96,41542.0,907807.0,,4.58,0.0,0.0,,,,,,,187701.0,3190147.0,,5.88,KS,Final
9197,2005-01-28,169171.0,2733998.0,,6.19,86655.0,1514655.0,,5.72,119327.0,3759548.0,,3.17,0.0,0.0,,,,,,,375153.0,8008201.0,,4.68,KY,Final
9198,2005-01-28,178156.0,2391712.0,,7.45,130441.0,1745892.0,,7.47,138626.0,2349561.0,,5.9,65.0,1060.0,,6.13,,,,,447288.0,6488225.0,,6.89,LA,Final
9199,2005-01-28,241214.0,1884075.0,,12.8,242689.0,2145157.0,,11.31,71673.0,764291.0,,9.38,1904.0,40759.0,,4.67,,,,,557479.0,4834282.0,,11.53,MA,Final
9200,2005-01-28,215617.0,2831921.0,,7.61,118166.0,1458507.0,,8.1,119582.0,1890515.0,,6.33,2959.0,46029.0,,6.43,,,,,456323.0,6226972.0,,7.33,MD,Final
9201,2005-01-28,57659.0,421005.0,,13.7,37947.0,254890.0,,14.89,21827.0,296870.0,,7.35,0.0,0.0,,,,,,,117433.0,972765.0,,12.07,ME,Final
9202,2005-01-28,274312.0,3369670.0,,8.14,243006.0,3191547.0,,7.61,138469.0,2800812.0,,4.94,76.0,497.0,,15.29,,,,,655863.0,9362527.0,,7.01,MI,Final
9203,2005-01-28,159556.0,2129389.0,,7.49,107203.0,1736541.0,,6.17,84866.0,1871756.0,,4.53,100.0,1500.0,,6.67,,,,,351724.0,5739185.0,,6.13,MN,Final
9204,2005-01-28,195962.0,3279804.0,,5.97,121399.0,2390810.0,,5.08,47180.0,1151841.0,,4.1,80.0,2208.0,,3.62,,,,,364620.0,6824662.0,,5.34,MO,Final
9205,2005-01-28,113603.0,1547164.0,,7.34,72378.0,960971.0,,7.53,62658.0,1325168.0,,4.73,0.0,0.0,,,,,,,248639.0,3833303.0,,6.49,MS,Final
9206,2005-01-28,36083.0,489618.0,,7.37,27244.0,394560.0,,6.9,18249.0,412005.0,,4.43,0.0,0.0,,,,,,,81577.0,1296183.0,,6.29,MT,Final
9207,2005-01-28,430633.0,5315115.0,,8.1,231679.0,3496560.0,,6.63,105324.0,2249997.0,,4.68,0.0,4.0,,0.0,,,,,767636.0,11061676.0,,6.94,NC,Final
9208,2005-01-28,26966.0,465660.0,,5.79,19979.0,366108.0,,5.46,10463.0,265469.0,,3.94,0.0,0.0,,,,,,,57408.0,1097236.0,,5.23,ND,Final
9209,2005-01-28,55091.0,957637.0,,5.75,38668.0,725927.0,,5.33,25600.0,653026.0,,3.92,0.0,0.0,,,,,,,119358.0,2336590.0,,5.11,NE,Final
9210,2005-01-28,54533.0,455259.0,,11.98,42621.0,391834.0,,10.88,18281.0,176180.0,,10.38,0.0,0.0,,,,,,,115435.0,1023273.0,,11.28,NH,Final
9211,2005-01-28,262683.0,2493764.0,,10.53,291998.0,3245607.0,,9.0,81338.0,937010.0,,8.68,1843.0,27449.0,,6.71,,,,,637862.0,6703829.0,,9.51,NJ,Final
9212,2005-01-28,45173.0,532843.0,,8.48,46707.0,633377.0,,7.37,25550.0,526129.0,,4.86,0.0,0.0,,,,,,,117429.0,1692348.0,,6.94,NM,Final
9213,2005-01-28,85266.0,853618.0,,9.99,58102.0,622925.0,,9.33,65087.0,949868.0,,6.85,56.0,651.0,,8.6,,,,,208512.0,2427063.0,,8.59,NV,Final
9214,2005-01-28,629856.0,4483042.0,,14.05,816160.0,6420852.0,,12.71,111852.0,1591897.0,,7.03,25439.0,248294.0,,10.25,,,,,1583308.0,12744085.0,,12.42,NY,Final
9215,2005-01-28,414838.0,5379253.0,,7.71,290559.0,3830300.0,,7.59,240187.0,4874701.0,,4.93,417.0,5717.0,,7.29,,,,,946001.0,14089972.0,,6.71,OH,Final
9216,2005-01-28,116917.0,1861516.0,,6.28,76443.0,1308856.0,,5.84,54113.0,1226182.0,,4.41,0.0,0.0,,,,,,,247473.0,4396554.0,,5.63,OK,Final
9217,2005-01-28,154247.0,2138111.0,,7.21,82702.0,1305308.0,,6.34,50773.0,1000425.0,,5.08,88.0,1409.0,,6.25,,,,,287809.0,4445253.0,,6.47,OR,Final
9218,2005-01-28,490356.0,5383880.0,,9.11,320002.0,3882034.0,,8.24,240998.0,3902805.0,,6.17,5644.0,74776.0,,7.55,,,,,1057000.0,13243495.0,,7.98,PA,Final
9219,2005-01-28,35418.0,292500.0,,12.11,33108.0,306986.0,,10.78,9030.0,99251.0,,9.1,0.0,0.0,,,,,,,77556.0,698737.0,,11.1,RI,Final
9220,2005-01-28,220551.0,2769902.0,,7.96,113669.0,1575876.0,,7.21,104818.0,2487470.0,,4.21,0.0,0.0,,,,,,,439038.0,6833248.0,,6.43,SC,Final
9221,2005-01-28,28906.0,425016.0,,6.8,19470.0,335055.0,,5.81,6634.0,141012.0,,4.7,0.0,0.0,,,,,,,55010.0,901083.0,,6.1,SD,Final
9222,2005-01-28,268062.0,3993367.0,,6.71,163770.0,2297699.0,,7.13,116572.0,2680325.0,,4.35,14.0,151.0,,9.27,,,,,548418.0,8971541.0,,6.11,TN,Final
9223,2005-01-28,876478.0,9576666.0,,9.15,629759.0,7991033.0,,7.88,478186.0,8175715.0,,5.85,987.0,12573.0,,7.85,,,,,1985410.0,25755987.0,,7.71,TX,Final
9224,2005-01-28,44913.0,647818.0,,6.93,41906.0,763381.0,,5.49,27009.0,722352.0,,3.74,168.0,2434.0,,6.9,,,,,113996.0,2135985.0,,5.34,UT,Final
9225,2005-01-28,351098.0,4675926.0,,7.51,225330.0,3744590.0,,6.02,67264.0,1508380.0,,4.46,940.0,13165.0,,7.14,,,,,644632.0,9942061.0,,6.48,VA,Final
9226,2005-01-28,28093.0,221711.0,,12.67,19830.0,176527.0,,11.23,11536.0,146818.0,,7.86,0.0,0.0,,,,,,,59459.0,545057.0,,10.91,VT,Final
9227,2005-01-28,253451.0,3924881.0,,6.46,157171.0,2487587.0,,6.32,79936.0,1771513.0,,4.51,9.0,149.0,,6.04,,,,,490567.0,8184130.0,,5.99,WA,Final
9228,2005-01-28,193978.0,2157438.0,,8.99,124811.0,1736557.0,,7.19,106772.0,2143285.0,,4.98,0.0,0.0,,,,,,,425561.0,6037280.0,,7.05,WI,Final
9229,2005-01-28,76250.0,1286992.0,,5.92,35020.0,636555.0,,5.5,34823.0,893419.0,,3.9,29.0,339.0,,8.55,,,,,146122.0,2817305.0,,5.19,WV,Final
9230,2005-01-28,17655.0,259062.0,,6.81,18102.0,295417.0,,6.13,27306.0,743286.0,,3.67,0.0,0.0,,,,,,,63063.0,1297765.0,,4.86,WY,Final
9231,2005-02-28,25043.0,199381.0,,12.56,25406.0,225067.0,,11.29,8293.0,96211.0,,8.62,0.0,0.0,,,,,,,58743.0,520659.0,,11.28,AK,Final
9232,2005-02-28,176849.0,2445463.0,,7.23,108232.0,1560184.0,,6.94,106300.0,2792190.0,,3.81,0.0,0.0,,,,,,,391381.0,6797836.0,,5.76,AL,Final
9233,2005-02-28,92216.0,1345013.0,,6.86,43657.0,801849.0,,5.44,55357.0,1364487.0,,4.06,0.0,0.0,,,,,,,191231.0,3511349.0,,5.45,AR,Final
9234,2005-02-28,144868.0,1813869.0,,7.99,129765.0,1876899.0,,6.91,46221.0,843286.0,,5.48,0.0,0.0,,,,,,,320853.0,4534054.0,,7.08,AZ,Final
9235,2005-02-28,787743.0,6390833.0,,12.33,946694.0,8338838.0,,11.35,312652.0,3501228.0,,8.93,4240.0,64128.0,,6.61,,,,,2051329.0,18295026.0,,11.21,CA,Final
9236,2005-02-28,108795.0,1246049.0,,8.73,105139.0,1478972.0,,7.11,47354.0,905018.0,,5.23,87.0,1557.0,,5.59,,,,,261375.0,3631596.0,,7.2,CO,Final
9237,2005-02-28,145097.0,1107385.0,,13.1,118875.0,1065484.0,,11.16,34397.0,367543.0,,9.36,1236.0,15100.0,,8.19,,,,,299605.0,2555511.0,,11.72,CT,Final
9238,2005-02-28,12336.0,147164.0,,8.38,,,,,,,,,1731.0,20608.0,,8.4,,,,,82573.0,894050.0,,9.24,DC,Final
9239,2005-02-28,34888.0,442074.0,,7.89,23915.0,338031.0,,7.07,17507.0,273431.0,,6.4,0.0,0.0,,,,,,,76310.0,1053536.0,,7.24,DE,Final
9240,2005-02-28,785870.0,8380994.0,,9.38,518012.0,6408929.0,,8.08,89866.0,1469892.0,,6.11,585.0,7565.0,,7.73,,,,,1394332.0,16267380.0,,8.57,FL,Final
9241,2005-02-28,328037.0,4185368.0,,7.84,230195.0,3078393.0,,7.48,126044.0,2761607.0,,4.56,798.0,16235.0,,4.92,,,,,685073.0,10041603.0,,6.82,GA,Final
9242,2005-02-28,43128.0,231836.0,,18.6,43041.0,249792.0,,17.23,39534.0,284374.0,,13.9,0.0,0.0,,,,,,,125702.0,766002.0,,16.41,HI,Final
9243,2005-02-28,87863.0,1011359.0,,8.69,54647.0,850340.0,,6.43,56508.0,1333609.0,,4.24,0.0,0.0,,,,,,,199018.0,3195309.0,,6.23,IA,Final
9244,2005-02-28,41218.0,699636.0,,5.89,23985.0,454389.0,,5.28,18852.0,542294.0,,3.48,0.0,0.0,,,,,,,84054.0,1696320.0,,4.96,ID,Final
9245,2005-02-28,270328.0,3454342.0,,7.83,273197.0,3769263.0,,7.25,155889.0,3622963.0,,4.3,2574.0,51619.0,,4.99,,,,,701988.0,10898187.0,,6.44,IL,Final
9246,2005-02-28,197356.0,2759209.0,,7.15,114409.0,1778126.0,,6.43,164517.0,3882802.0,,4.24,134.0,1531.0,,8.75,,,,,476416.0,8421668.0,,5.66,IN,Final
9247,2005-02-28,62252.0,864999.0,,7.2,60702.0,956889.0,,6.34,39799.0,866236.0,,4.59,0.0,0.0,,,,,,,162753.0,2688124.0,,6.05,KS,Final
9248,2005-02-28,141075.0,2275053.0,,6.2,79125.0,1354272.0,,5.84,113235.0,3584378.0,,3.16,0.0,0.0,,,,,,,333435.0,7213704.0,,4.62,KY,Final
9249,2005-02-28,160482.0,2076456.0,,7.73,128244.0,1664694.0,,7.7,137836.0,2321776.0,,5.94,92.0,1559.0,,5.9,,,,,426654.0,6064484.0,,7.04,LA,Final
9250,2005-02-28,217397.0,1628241.0,,13.35,239992.0,2056875.0,,11.67,70869.0,767470.0,,9.23,1759.0,35716.0,,4.92,,,,,530017.0,4488302.0,,11.81,MA,Final
9251,2005-02-28,188420.0,2463769.0,,7.65,106734.0,1302360.0,,8.2,106754.0,1646150.0,,6.49,2864.0,41593.0,,6.89,,,,,404772.0,5453871.0,,7.42,MD,Final
9252,2005-02-28,47751.0,332849.0,,14.35,33863.0,229001.0,,14.79,21865.0,271606.0,,8.05,0.0,0.0,,,,,,,103479.0,833456.0,,12.42,ME,Final
9253,2005-02-28,227717.0,2763718.0,,8.24,214505.0,2858998.0,,7.5,139436.0,2741164.0,,5.09,72.0,682.0,,10.56,,,,,581730.0,8364562.0,,6.95,MI,Final
9254,2005-02-28,124835.0,1641310.0,,7.61,94982.0,1555866.0,,6.1,77285.0,1656017.0,,4.67,141.0,2287.0,,6.17,,,,,297243.0,4855479.0,,6.12,MN,Final
9255,2005-02-28,171390.0,2719046.0,,6.3,111100.0,2096183.0,,5.3,46361.0,1100771.0,,4.21,65.0,1766.0,,3.68,,,,,328916.0,5917766.0,,5.56,MO,Final
9256,2005-02-28,102556.0,1342718.0,,7.64,70959.0,916045.0,,7.75,60758.0,1265758.0,,4.8,0.0,0.0,,,,,,,234273.0,3524521.0,,6.65,MS,Final
9257,2005-02-28,29134.0,386235.0,,7.54,26055.0,362329.0,,7.19,17266.0,374509.0,,4.61,0.0,0.0,,,,,,,72455.0,1123073.0,,6.45,MT,Final
9258,2005-02-28,389894.0,4699965.0,,8.3,214691.0,3173239.0,,6.77,108549.0,2324190.0,,4.67,0.0,3.0,,0.0,,,,,713134.0,10197397.0,,6.99,NC,Final
9259,2005-02-28,23359.0,384752.0,,6.07,17714.0,316729.0,,5.59,9877.0,245879.0,,4.02,0.0,0.0,,,,,,,50950.0,947360.0,,5.38,ND,Final
9260,2005-02-28,47329.0,764513.0,,6.19,37226.0,649850.0,,5.73,25998.0,643245.0,,4.04,0.0,0.0,,,,,,,110554.0,2057607.0,,5.37,NE,Final
9261,2005-02-28,50823.0,376551.0,,13.5,42309.0,349964.0,,12.09,19536.0,178285.0,,10.96,0.0,0.0,,,,,,,112668.0,904800.0,,12.45,NH,Final
9262,2005-02-28,236078.0,2231301.0,,10.58,272761.0,3018030.0,,9.04,74192.0,902489.0,,8.22,1515.0,23791.0,,6.37,,,,,584545.0,6175610.0,,9.47,NJ,Final
9263,2005-02-28,39325.0,446340.0,,8.81,44814.0,586665.0,,7.64,25569.0,497697.0,,5.14,0.0,0.0,,,,,,,109709.0,1530702.0,,7.17,NM,Final
9264,2005-02-28,67278.0,656912.0,,10.24,55596.0,582175.0,,9.55,61461.0,893499.0,,6.88,48.0,539.0,,8.91,,,,,184383.0,2133125.0,,8.64,NV,Final
9265,2005-02-28,588227.0,4047548.0,,14.53,757505.0,6098651.0,,12.42,112419.0,1603705.0,,7.01,27195.0,251626.0,,10.81,,,,,1485345.0,12001529.0,,12.38,NY,Final
9266,2005-02-28,345146.0,4394618.0,,7.85,275910.0,3527436.0,,7.82,231867.0,4669686.0,,4.97,397.0,4915.0,,8.08,,,,,853321.0,12596655.0,,6.77,OH,Final
9267,2005-02-28,100983.0,1472188.0,,6.86,70685.0,1163312.0,,6.08,53462.0,1147853.0,,4.66,0.0,0.0,,,,,,,225129.0,3783352.0,,5.95,OK,Final
9268,2005-02-28,130460.0,1812873.0,,7.2,82146.0,1270376.0,,6.47,49099.0,1033259.0,,4.75,96.0,1440.0,,6.67,,,,,261802.0,4117948.0,,6.36,OR,Final
9269,2005-02-28,432792.0,4675217.0,,9.26,299905.0,3654628.0,,8.21,235332.0,3793007.0,,6.2,5857.0,84092.0,,6.96,,,,,973886.0,12206945.0,,7.98,PA,Final
9270,2005-02-28,26125.0,245501.0,,10.64,29006.0,271321.0,,10.69,8733.0,98236.0,,8.89,0.0,0.0,,,,,,,63864.0,615059.0,,10.38,RI,Final
9271,2005-02-28,200039.0,2418335.0,,8.27,104103.0,1429447.0,,7.28,102271.0,2457468.0,,4.16,0.0,0.0,,,,,,,406413.0,6305250.0,,6.45,SC,Final
9272,2005-02-28,24948.0,351140.0,,7.1,18180.0,301809.0,,6.02,6577.0,142844.0,,4.6,0.0,0.0,,,,,,,49705.0,795794.0,,6.25,SD,Final
9273,2005-02-28,246211.0,3632390.0,,6.78,159924.0,2236064.0,,7.15,118405.0,2678335.0,,4.42,14.0,115.0,,12.17,,,,,524554.0,8546904.0,,6.14,TN,Final
9274,2005-02-28,827057.0,8704201.0,,9.5,596198.0,7413331.0,,8.04,458342.0,7561659.0,,6.06,778.0,9840.0,,7.91,,,,,1882375.0,23689031.0,,7.95,TX,Final
9275,2005-02-28,37599.0,536100.0,,7.01,38790.0,687638.0,,5.64,29731.0,761105.0,,3.91,146.0,2281.0,,6.4,,,,,106266.0,1987124.0,,5.35,UT,Final
9276,2005-02-28,291948.0,3855283.0,,7.57,182193.0,3097455.0,,5.88,62843.0,1398092.0,,4.49,887.0,14012.0,,6.33,,,,,537872.0,8364842.0,,6.43,VA,Final
9277,2005-02-28,23110.0,180550.0,,12.8,18429.0,163622.0,,11.26,10571.0,132581.0,,7.97,0.0,0.0,,,,,,,52111.0,476753.0,,10.93,VT,Final
9278,2005-02-28,223366.0,3471184.0,,6.43,153077.0,2381715.0,,6.43,74340.0,1742375.0,,4.27,9.0,140.0,,6.43,,,,,450793.0,7595414.0,,5.94,WA,Final
9279,2005-02-28,156036.0,1695162.0,,9.2,123045.0,1678994.0,,7.33,95580.0,1870689.0,,5.11,0.0,0.0,,,,,,,374661.0,5244845.0,,7.14,WI,Final
9280,2005-02-28,62487.0,1037112.0,,6.03,31285.0,559240.0,,5.59,34544.0,913173.0,,3.78,32.0,489.0,,6.54,,,,,128347.0,2510015.0,,5.11,WV,Final
9281,2005-02-28,15951.0,222808.0,,7.16,18451.0,310836.0,,5.94,26789.0,588687.0,,4.55,0.0,0.0,,,,,,,61191.0,1122331.0,,5.45,WY,Final
9282,2005-03-28,23019.0,180568.0,,12.75,24643.0,220725.0,,11.16,8190.0,89134.0,,9.19,0.0,0.0,,,,,,,55852.0,490427.0,,11.39,AK,Final
