,Date,R/Revenue/Thousand Dollars,R/Sales/Megawatthours,R/Customers/Count,R/Price/Cents/kWh,C/Revenue/Thousand Dollars,C/Sales/Megawatthours,C/Customers/Count,C/Price/Cents/kWh,I/Revenue/Thousand Dollars,I/Sales/Megawatthours,I/Customers/Count,I/Price/Cents/kWh,T/Revenue/Thousand Dollars,T/Sales/Megawatthours,T/Customers/Count,T/Price/Cents/kWh,O/Revenue/Thousand Dollars,O/Sales/Megawatthours,O/Customers/Count,O/Price/Cents/kWh,T/Revenue/Thousand Dollars.1,T/Sales/Megawatthours.1,T/Customers/Count.1,TPrice/Cents/kWh,State,Data Status
3868,1996-04-28,444132.0,5955348.0,,7.46,351521.0,5038397.0,,6.98,307026.0,7564573.0,,4.06,,,,,59916.0,915796.0,,6.54,1162595.0,19474114.0,,5.97,TX,Final
3869,1996-04-28,24944.0,358329.0,,6.96,25800.0,426214.0,,6.05,25675.0,718680.0,,3.57,,,,,3523.0,81335.0,,4.33,79942.0,1584558.0,,5.05,UT,Final
3870,1996-04-28,175090.0,2329232.0,,7.52,103556.0,1758716.0,,5.89,58167.0,1460588.0,,3.98,,,,,37372.0,701597.0,,5.33,374185.0,6250133.0,,5.99,VA,Final
3871,1996-04-28,14599.0,150234.0,,9.72,11032.0,127548.0,,8.65,8190.0,115616.0,,7.08,,,,,542.0,4002.0,,13.54,34363.0,397400.0,,8.65,VT,Final
3872,1996-04-28,134943.0,2741675.0,,4.92,81894.0,1716868.0,,4.77,68055.0,2384624.0,,2.85,,,,,10696.0,296368.0,,3.61,295588.0,7139536.0,,4.14,WA,Final
3873,1996-04-28,98736.0,1393771.0,,7.08,67107.0,1164330.0,,5.76,69709.0,1888469.0,,3.69,,,,,4184.0,64519.0,,6.48,239736.0,4511089.0,,5.31,WI,Final
3874,1996-04-28,41879.0,642267.0,,6.52,24508.0,419081.0,,5.85,34725.0,889705.0,,3.9,,,,,711.0,7192.0,,9.89,101823.0,1958245.0,,5.2,WV,Final
3875,1996-04-28,10016.0,165462.0,,6.05,9730.0,186482.0,,5.22,18045.0,520255.0,,3.47,,,,,598.0,5469.0,,10.93,38389.0,877668.0,,4.37,WY,Final
3876,1996-05-28,14526.0,124363.0,,11.68,17131.0,179819.0,,9.53,3781.0,43625.0,,8.67,,,,,1964.0,13964.0,,14.06,37402.0,361771.0,,10.34,AK,Final
3877,1996-05-28,128885.0,1872926.0,,6.88,81594.0,1244960.0,,6.55,118716.0,2932828.0,,4.05,,,,,4034.0,55240.0,,7.3,333229.0,6105954.0,,5.46,AL,Final
3878,1996-05-28,63472.0,792397.0,,8.01,39279.0,575073.0,,6.83,54040.0,1252325.0,,4.32,,,,,3225.0,49800.0,,6.48,160016.0,2669595.0,,5.99,AR,Final
3879,1996-05-28,129708.0,1406016.0,,9.23,109875.0,1412273.0,,7.78,60434.0,1107449.0,,5.46,,,,,11000.0,211434.0,,5.2,311017.0,4137172.0,,7.52,AZ,Final
3880,1996-05-28,596694.0,5176881.0,,11.53,655987.0,6666599.0,,9.84,325447.0,4838558.0,,6.73,,,,,29854.0,500912.0,,5.96,1607982.0,17182950.0,,9.36,CA,Final
3881,1996-05-28,64476.0,847424.0,,7.61,68193.0,1122295.0,,6.08,37023.0,816387.0,,4.53,,,,,6703.0,82528.0,,8.12,176395.0,2868634.0,,6.15,CO,Final
3882,1996-05-28,91516.0,753792.0,,12.14,91252.0,877214.0,,10.4,39460.0,521085.0,,7.57,,,,,4548.0,31673.0,,14.36,226776.0,2183764.0,,10.38,CT,Final
3883,1996-05-28,8087.0,104493.0,,7.74,52026.0,665359.0,,7.82,823.0,19501.0,,4.22,,,,,1857.0,28593.0,,6.49,62793.0,817946.0,,7.68,DC,Final
3884,1996-05-28,17912.0,195770.0,,9.15,14736.0,211696.0,,6.96,13127.0,277765.0,,4.73,,,,,583.0,5020.0,,11.61,46358.0,690251.0,,6.72,DE,Final
3885,1996-05-28,504673.0,6353903.0,,7.94,326880.0,4971662.0,,6.57,75538.0,1508990.0,,5.01,,,,,29679.0,441911.0,,6.72,936770.0,13276466.0,,7.06,FL,Final
3886,1996-05-28,232281.0,2973065.0,,7.81,183248.0,2496555.0,,7.34,129442.0,2950445.0,,4.39,,,,,9013.0,97498.0,,9.24,553984.0,8517563.0,,6.5,GA,Final
3887,1996-05-28,30595.0,216028.0,,14.16,31065.0,237670.0,,13.07,32832.0,335507.0,,9.79,,,,,609.0,4740.0,,12.85,95101.0,793945.0,,11.98,HI,Final
3888,1996-05-28,67464.0,780895.0,,8.64,36554.0,561017.0,,6.52,46278.0,1217959.0,,3.8,,,,,6682.0,106934.0,,6.25,156978.0,2666805.0,,5.89,IA,Final
3889,1996-05-28,24431.0,450652.0,,5.42,22576.0,521166.0,,4.33,19433.0,694229.0,,2.8,,,,,1361.0,24992.0,,5.45,67801.0,1691039.0,,4.01,ID,Final
3890,1996-05-28,254705.0,2413719.0,,10.55,219727.0,2803316.0,,7.84,171052.0,3614015.0,,4.73,,,,,43832.0,654053.0,,6.7,689316.0,9485103.0,,7.27,IL,Final
3891,1996-05-28,126131.0,1725851.0,,7.31,85465.0,1415058.0,,6.04,139792.0,3567577.0,,3.92,,,,,4352.0,43837.0,,9.93,355740.0,6752323.0,,5.27,IN,Final
3892,1996-05-28,60123.0,751139.0,,8.0,60932.0,906953.0,,6.72,36965.0,807397.0,,4.58,,,,,2754.0,30964.0,,8.89,160774.0,2496453.0,,6.44,KS,Final
3893,1996-05-28,81277.0,1396878.0,,5.82,47144.0,902640.0,,5.22,102194.0,3597840.0,,2.84,,,,,12276.0,270785.0,,4.53,242891.0,6168143.0,,3.94,KY,Final
3894,1996-05-28,131901.0,1741832.0,,7.57,89051.0,1248828.0,,7.13,115331.0,2644759.0,,4.36,,,,,16766.0,198898.0,,8.43,353049.0,5834317.0,,6.05,LA,Final
3895,1996-05-28,123038.0,1135225.0,,10.84,147203.0,1543046.0,,9.54,69091.0,829355.0,,8.33,,,,,7179.0,42965.0,,16.71,346511.0,3550591.0,,9.76,MA,Final
3896,1996-05-28,129292.0,1454060.0,,8.89,126462.0,1824984.0,,6.93,33638.0,842598.0,,3.99,,,,,5455.0,58640.0,,9.3,294847.0,4180282.0,,7.05,MD,Final
3897,1996-05-28,34340.0,274676.0,,12.5,22907.0,240726.0,,9.52,21877.0,392940.0,,5.57,,,,,1214.0,5267.0,,23.05,80338.0,913609.0,,8.79,ME,Final
3898,1996-05-28,173124.0,2043685.0,,8.47,205472.0,2502225.0,,8.21,149746.0,2911760.0,,5.14,,,,,7612.0,60685.0,,12.54,535954.0,7518355.0,,7.13,MI,Final
3899,1996-05-28,84091.0,1143393.0,,7.35,46785.0,761249.0,,6.15,89584.0,2088590.0,,4.29,,,,,4189.0,48996.0,,8.55,224649.0,4042228.0,,5.56,MN,Final
3900,1996-05-28,128333.0,1705812.0,,7.52,121233.0,1903585.0,,6.37,60146.0,1309265.0,,4.59,,,,,5767.0,82473.0,,6.99,315479.0,5001135.0,,6.31,MO,Final
3901,1996-05-28,75558.0,1021219.0,,7.4,45486.0,650267.0,,6.99,60050.0,1374278.0,,4.37,,,,,5066.0,57643.0,,8.79,186160.0,3103407.0,,6.0,MS,Final
3902,1996-05-28,16981.0,281158.0,,6.04,12471.0,252557.0,,4.94,14325.0,448088.0,,3.2,,,,,1628.0,27378.0,,5.95,45405.0,1009181.0,,4.5,MT,Final
3903,1996-05-28,212507.0,2594037.0,,8.19,154230.0,2468366.0,,6.25,134440.0,2963230.0,,4.54,,,,,11250.0,156148.0,,7.2,512427.0,8181781.0,,6.26,NC,Final
3904,1996-05-28,15700.0,239092.0,,6.57,10616.0,166073.0,,6.39,7154.0,145907.0,,4.9,,,,,1709.0,38267.0,,4.47,35179.0,589339.0,,5.97,ND,Final
3905,1996-05-28,31066.0,499083.0,,6.22,26071.0,476975.0,,5.47,17913.0,510331.0,,3.51,,,,,7050.0,85251.0,,8.27,82100.0,1571640.0,,5.22,NE,Final
3906,1996-05-28,32722.0,243703.0,,13.43,28202.0,246585.0,,11.44,18050.0,193481.0,,9.33,,,,,1059.0,8841.0,,11.98,80034.0,692610.0,,11.56,NH,Final
3907,1996-05-28,182497.0,1535132.0,,11.89,245562.0,2332919.0,,10.53,94144.0,1161148.0,,8.11,,,,,7686.0,36731.0,,20.93,529889.0,5065930.0,,10.46,NJ,Final
3908,1996-05-28,28704.0,317273.0,,9.05,32481.0,404157.0,,8.04,22400.0,510458.0,,4.39,,,,,8801.0,152567.0,,5.77,92386.0,1384455.0,,6.67,NM,Final
3909,1996-05-28,39179.0,570771.0,,6.86,29088.0,443524.0,,6.56,33311.0,780847.0,,4.27,,,,,3185.0,79419.0,,4.01,104763.0,1874561.0,,5.59,NV,Final
3910,1996-05-28,405899.0,2898989.0,,14.0,464090.0,3943641.0,,11.77,121542.0,2189863.0,,5.55,,,,,87741.0,952733.0,,9.21,1079272.0,9985226.0,,10.81,NY,Final
3911,1996-05-28,283640.0,3146225.0,,9.02,230055.0,2867996.0,,8.02,264691.0,6513209.0,,4.06,,,,,26268.0,304220.0,,8.63,804654.0,12831650.0,,6.27,OH,Final
3912,1996-05-28,80033.0,1202408.0,,6.66,52043.0,994500.0,,5.23,35583.0,1011262.0,,3.52,,,,,10947.0,217085.0,,5.04,178606.0,3425255.0,,5.21,OK,Final
3913,1996-05-28,67802.0,1227124.0,,5.53,51833.0,1130548.0,,4.58,35968.0,1289050.0,,2.79,,,,,3195.0,56468.0,,5.66,158798.0,3703190.0,,4.29,OR,Final
3914,1996-05-28,308426.0,3046704.0,,10.12,228528.0,2679794.0,,8.53,233430.0,3777572.0,,6.18,,,,,13349.0,119096.0,,11.21,783733.0,9623166.0,,8.14,PA,Final
3915,1996-05-28,21252.0,175692.0,,12.1,19171.0,192546.0,,9.96,9044.0,110120.0,,8.21,,,,,1541.0,11528.0,,13.37,51008.0,489886.0,,10.41,RI,Final
3916,1996-05-28,113345.0,1419945.0,,7.98,76219.0,1154143.0,,6.6,98928.0,2491795.0,,3.97,,,,,4475.0,67603.0,,6.62,292967.0,5133486.0,,5.71,SC,Final
3917,1996-05-28,16977.0,235031.0,,7.22,10646.0,157665.0,,6.75,6297.0,144195.0,,4.37,,,,,1274.0,23882.0,,5.33,35194.0,560773.0,,6.28,SD,Final
3918,1996-05-28,130646.0,2158731.0,,6.05,30297.0,452386.0,,6.7,176187.0,3937479.0,,4.47,,,,,5359.0,57977.0,,9.24,342489.0,6606573.0,,5.18,TN,Final
3919,1996-05-28,510282.0,6601363.0,,7.73,381382.0,5512454.0,,6.92,315792.0,7693349.0,,4.1,,,,,66145.0,1037836.0,,6.37,1273601.0,20845002.0,,6.11,TX,Final
3920,1996-05-28,29564.0,422457.0,,7.0,31835.0,522899.0,,6.09,15691.0,540808.0,,2.9,,,,,2888.0,65693.0,,4.4,79978.0,1551857.0,,5.15,UT,Final
3921,1996-05-28,172870.0,2094676.0,,8.25,120113.0,2001461.0,,6.0,66612.0,1691936.0,,3.94,,,,,40630.0,766609.0,,5.3,400225.0,6554682.0,,6.11,VA,Final
3922,1996-05-28,15006.0,147843.0,,10.15,11459.0,126358.0,,9.07,8348.0,119581.0,,6.98,,,,,519.0,3873.0,,13.4,35332.0,397655.0,,8.89,VT,Final
3923,1996-05-28,123931.0,2495946.0,,4.97,77586.0,1684519.0,,4.61,66152.0,2455508.0,,2.69,,,,,10951.0,300981.0,,3.64,278620.0,6936954.0,,4.02,WA,Final
3924,1996-05-28,95168.0,1364483.0,,6.97,70927.0,1272493.0,,5.57,70919.0,1974372.0,,3.59,,,,,4116.0,59194.0,,6.95,241130.0,4670542.0,,5.16,WI,Final
3925,1996-05-28,42540.0,626589.0,,6.79,28511.0,479457.0,,5.95,35088.0,862384.0,,4.07,,,,,731.0,7252.0,,10.08,106870.0,1975682.0,,5.41,WV,Final
3926,1996-05-28,9071.0,145871.0,,6.22,9592.0,195584.0,,4.9,21228.0,624815.0,,3.4,,,,,598.0,5262.0,,11.36,40489.0,971532.0,,4.17,WY,Final
3927,1996-06-28,13568.0,114477.0,,11.85,16967.0,173212.0,,9.8,3890.0,45960.0,,8.46,,,,,1758.0,12414.0,,14.16,36183.0,346063.0,,10.46,AK,Final
3928,1996-06-28,168824.0,2505105.0,,6.74,80957.0,1264078.0,,6.4,117784.0,2824180.0,,4.17,,,,,3700.0,50262.0,,7.36,371265.0,6643625.0,,5.59,AL,Final
3929,1996-06-28,92987.0,1106894.0,,8.4,49100.0,689889.0,,7.12,63257.0,1301861.0,,4.86,,,,,3864.0,58298.0,,6.63,209208.0,3156942.0,,6.63,AR,Final
3930,1996-06-28,166015.0,1766431.0,,9.4,132169.0,1548662.0,,8.53,61367.0,1107035.0,,5.54,,,,,11773.0,207783.0,,5.67,371324.0,4629911.0,,8.02,AZ,Final
3931,1996-06-28,598487.0,5744929.0,,10.42,636091.0,7527260.0,,8.45,319712.0,4636655.0,,6.9,,,,,34882.0,443896.0,,7.86,1589172.0,18352740.0,,8.66,CA,Final
3932,1996-06-28,70108.0,904367.0,,7.75,74154.0,1234363.0,,6.01,36089.0,839997.0,,4.3,,,,,7312.0,94541.0,,7.73,187663.0,3073268.0,,6.11,CO,Final
3933,1996-06-28,93994.0,782542.0,,12.01,98417.0,971608.0,,10.13,41582.0,543931.0,,7.64,,,,,4020.0,22479.0,,17.88,238013.0,2320560.0,,10.26,CT,Final
3934,1996-06-28,13767.0,148817.0,,9.25,65969.0,735909.0,,8.96,1054.0,19135.0,,5.51,,,,,2037.0,30935.0,,6.58,82827.0,934796.0,,8.86,DC,Final
3935,1996-06-28,23613.0,236407.0,,9.99,18556.0,234891.0,,7.9,14013.0,294712.0,,4.75,,,,,624.0,5940.0,,10.51,56806.0,771950.0,,7.36,DE,Final
3936,1996-06-28,626831.0,7984977.0,,7.85,354832.0,5523309.0,,6.42,75411.0,1503155.0,,5.02,,,,,30749.0,460771.0,,6.67,1087823.0,15472212.0,,7.03,FL,Final
3937,1996-06-28,320138.0,3784655.0,,8.46,192523.0,2668739.0,,7.21,138231.0,2933375.0,,4.71,,,,,9696.0,106591.0,,9.1,660588.0,9493360.0,,6.96,GA,Final
3938,1996-06-28,31435.0,221399.0,,14.2,30479.0,239011.0,,12.75,32893.0,335371.0,,9.81,,,,,581.0,4444.0,,13.07,95388.0,800225.0,,11.92,HI,Final
3939,1996-06-28,92198.0,1021480.0,,9.03,45727.0,626017.0,,7.3,56300.0,1242619.0,,4.53,,,,,7285.0,113383.0,,6.43,201510.0,3003499.0,,6.71,IA,Final
3940,1996-06-28,23269.0,431673.0,,5.39,27900.0,677881.0,,4.12,24475.0,809091.0,,3.02,,,,,1655.0,34236.0,,4.83,77299.0,1952881.0,,3.96,ID,Final
3941,1996-06-28,314916.0,2865758.0,,10.99,257697.0,3099766.0,,8.31,193586.0,3516650.0,,5.5,,,,,48845.0,675299.0,,7.23,815045.0,10157473.0,,8.02,IL,Final
3942,1996-06-28,123717.0,1732506.0,,7.14,97091.0,1661721.0,,5.84,143352.0,3680712.0,,3.89,,,,,4463.0,43672.0,,10.22,368623.0,7118611.0,,5.18,IN,Final
3943,1996-06-28,88589.0,1096726.0,,8.08,69940.0,1053659.0,,6.64,38182.0,799355.0,,4.78,,,,,2759.0,30449.0,,9.06,199470.0,2980189.0,,6.69,KS,Final
3944,1996-06-28,101258.0,1737164.0,,5.83,51170.0,956628.0,,5.35,103694.0,3424874.0,,3.03,,,,,13394.0,260275.0,,5.15,269516.0,6378941.0,,4.23,KY,Final
3945,1996-06-28,187619.0,2486315.0,,7.55,103056.0,1493720.0,,6.9,120419.0,2842115.0,,4.24,,,,,17569.0,219606.0,,8.0,428663.0,7041756.0,,6.09,LA,Final
3946,1996-06-28,151273.0,1206399.0,,12.54,186380.0,1666522.0,,11.18,80256.0,909966.0,,8.82,,,,,7125.0,40260.0,,17.7,425034.0,3823147.0,,11.12,MA,Final
3947,1996-06-28,179563.0,1861137.0,,9.65,165581.0,2000179.0,,8.28,40873.0,861574.0,,4.74,,,,,5890.0,55688.0,,10.58,391907.0,4778578.0,,8.2,MD,Final
3948,1996-06-28,33764.0,271389.0,,12.44,24067.0,252398.0,,9.54,22117.0,400737.0,,5.52,,,,,1205.0,5149.0,,23.4,81153.0,929673.0,,8.73,ME,Final
3949,1996-06-28,185022.0,2255428.0,,8.2,222772.0,2806278.0,,7.94,153632.0,3093836.0,,4.97,,,,,8057.0,54653.0,,14.74,569483.0,8210195.0,,6.94,MI,Final
3950,1996-06-28,106334.0,1390602.0,,7.65,60430.0,932704.0,,6.48,102332.0,2245183.0,,4.56,,,,,4114.0,48376.0,,8.5,273210.0,4616865.0,,5.92,MN,Final
3951,1996-06-28,206983.0,2422084.0,,8.55,148846.0,2048843.0,,7.26,74970.0,1324303.0,,5.66,,,,,6684.0,82335.0,,8.12,437483.0,5877565.0,,7.44,MO,Final
3952,1996-06-28,103204.0,1439915.0,,7.17,51751.0,751178.0,,6.89,59458.0,1344796.0,,4.42,,,,,5175.0,61142.0,,8.46,219588.0,3597031.0,,6.1,MS,Final
3953,1996-06-28,15694.0,256967.0,,6.11,12760.0,260520.0,,4.9,14741.0,455890.0,,3.23,,,,,1575.0,24030.0,,6.55,44770.0,997407.0,,4.49,MT,Final
3954,1996-06-28,259795.0,3255034.0,,7.98,170295.0,2726656.0,,6.25,149385.0,3086321.0,,4.84,,,,,12515.0,178352.0,,7.02,591990.0,9246363.0,,6.4,NC,Final
3955,1996-06-28,15633.0,220172.0,,7.1,12076.0,186054.0,,6.49,6088.0,141055.0,,4.32,,,,,1710.0,39052.0,,4.38,35507.0,586333.0,,6.06,ND,Final
3956,1996-06-28,47861.0,616170.0,,7.77,36312.0,565028.0,,6.43,22171.0,560944.0,,3.95,,,,,6454.0,90554.0,,7.13,112798.0,1832696.0,,6.15,NE,Final
3957,1996-06-28,35152.0,256994.0,,13.68,32142.0,280517.0,,11.46,19175.0,205440.0,,9.33,,,,,1508.0,9196.0,,16.4,87976.0,752147.0,,11.7,NH,Final
3958,1996-06-28,234778.0,1888063.0,,12.43,277967.0,2601755.0,,10.68,98279.0,1180601.0,,8.32,,,,,7696.0,32497.0,,23.68,618720.0,5702916.0,,10.85,NJ,Final
3959,1996-06-28,34861.0,389457.0,,8.95,40505.0,507608.0,,7.98,22360.0,503709.0,,4.44,,,,,10054.0,162941.0,,6.17,107780.0,1563715.0,,6.89,NM,Final
3960,1996-06-28,51889.0,779355.0,,6.66,31212.0,483895.0,,6.45,47198.0,793243.0,,5.95,,,,,4049.0,76402.0,,5.3,134348.0,2132895.0,,6.3,NV,Final
3961,1996-06-28,450456.0,3097824.0,,14.54,565747.0,4428531.0,,12.78,125949.0,2159801.0,,5.83,,,,,98885.0,1029517.0,,9.6,1241037.0,10715673.0,,11.58,NY,Final
3962,1996-06-28,347395.0,3671711.0,,9.46,253772.0,3185586.0,,7.97,271250.0,6256643.0,,4.34,,,,,25622.0,395952.0,,6.47,898039.0,13509892.0,,6.65,OH,Final
3963,1996-06-28,126928.0,1647442.0,,7.7,78289.0,1094989.0,,7.15,47062.0,1109053.0,,4.24,,,,,11057.0,197175.0,,5.61,263336.0,4048659.0,,6.5,OK,Final
3964,1996-06-28,63937.0,1166699.0,,5.48,57854.0,1017805.0,,5.68,61509.0,1595539.0,,3.86,,,,,3105.0,54763.0,,5.67,186405.0,3834806.0,,4.86,OR,Final
3965,1996-06-28,340115.0,3233198.0,,10.52,251943.0,2843615.0,,8.86,248065.0,4123170.0,,6.02,,,,,12859.0,108738.0,,11.83,852982.0,10308721.0,,8.27,PA,Final
3966,1996-06-28,22618.0,177748.0,,12.72,22669.0,207903.0,,10.9,10163.0,111434.0,,9.12,,,,,1621.0,12044.0,,13.46,57071.0,509129.0,,11.21,RI,Final
3967,1996-06-28,144116.0,1880926.0,,7.66,83554.0,1314426.0,,6.36,99313.0,2478826.0,,4.01,,,,,4498.0,74822.0,,6.01,331481.0,5749000.0,,5.77,SC,Final
3968,1996-06-28,18630.0,245692.0,,7.58,11972.0,174277.0,,6.87,7024.0,150641.0,,4.66,,,,,1317.0,25029.0,,5.26,38943.0,595639.0,,6.54,SD,Final
3969,1996-06-28,166482.0,2767311.0,,6.02,33028.0,444318.0,,7.43,180996.0,3976371.0,,4.55,,,,,6355.0,75923.0,,8.37,386861.0,7263923.0,,5.33,TN,Final
3970,1996-06-28,837831.0,10096346.0,,8.3,439608.0,6659302.0,,6.6,346521.0,8502563.0,,4.08,,,,,78490.0,1184547.0,,6.63,1702450.0,26442758.0,,6.44,TX,Final
3971,1996-06-28,27310.0,392226.0,,6.96,29053.0,486871.0,,5.97,26088.0,607884.0,,4.29,,,,,2957.0,62026.0,,4.77,85408.0,1549007.0,,5.51,UT,Final
3972,1996-06-28,234248.0,2803693.0,,8.35,135608.0,2227880.0,,6.09,66239.0,1639050.0,,4.04,,,,,42367.0,805769.0,,5.26,478462.0,7476392.0,,6.4,VA,Final
3973,1996-06-28,14807.0,144439.0,,10.25,11916.0,132226.0,,9.01,8729.0,121790.0,,7.17,,,,,501.0,3889.0,,12.88,35953.0,402344.0,,8.94,VT,Final
3974,1996-06-28,104954.0,2140203.0,,4.9,77407.0,1688495.0,,4.58,65144.0,2413044.0,,2.7,,,,,10535.0,287600.0,,3.66,258040.0,6529342.0,,3.95,WA,Final
3975,1996-06-28,104065.0,1509296.0,,6.89,71523.0,1230571.0,,5.81,72128.0,1971858.0,,3.66,,,,,3941.0,54904.0,,7.18,251657.0,4766629.0,,5.28,WI,Final
3976,1996-06-28,43685.0,653646.0,,6.68,28825.0,501715.0,,5.75,35616.0,899275.0,,3.96,,,,,720.0,6775.0,,10.63,108846.0,2061411.0,,5.28,WV,Final
3977,1996-06-28,8927.0,143665.0,,6.21,10214.0,209147.0,,4.88,19983.0,597788.0,,3.34,,,,,569.0,4927.0,,11.55,39693.0,955527.0,,4.15,WY,Final
3978,1996-07-28,13756.0,115403.0,,11.92,16950.0,170897.0,,9.92,4484.0,51862.0,,8.65,,,,,1698.0,11325.0,,14.99,36888.0,349487.0,,10.55,AK,Final
3979,1996-07-28,209945.0,3072097.0,,6.83,87817.0,1360381.0,,6.46,121937.0,2880357.0,,4.23,,,,,3856.0,51230.0,,7.53,423555.0,7364066.0,,5.75,AL,Final
3980,1996-07-28,116916.0,1435017.0,,8.15,52857.0,763061.0,,6.93,67312.0,1334898.0,,5.04,,,,,4413.0,65241.0,,6.76,241497.0,3598217.0,,6.71,AR,Final
3981,1996-07-28,222992.0,2394596.0,,9.31,145232.0,1739216.0,,8.35,63255.0,1134485.0,,5.58,,,,,12199.0,232967.0,,5.24,443678.0,5501264.0,,8.07,AZ,Final
3982,1996-07-28,755791.0,6535985.0,,11.56,833418.0,7631087.0,,10.92,432428.0,5375413.0,,8.04,,,,,28081.0,422929.0,,6.64,2049718.0,19965414.0,,10.27,CA,Final
3983,1996-07-28,74722.0,974516.0,,7.67,77171.0,1347733.0,,5.73,35086.0,803619.0,,4.37,,,,,7106.0,89699.0,,7.92,194085.0,3215567.0,,6.04,CO,Final
3984,1996-07-28,110203.0,925517.0,,11.91,99065.0,994592.0,,9.96,37802.0,498277.0,,7.59,,,,,4405.0,29259.0,,15.06,251475.0,2447645.0,,10.27,CT,Final
3985,1996-07-28,17969.0,182440.0,,9.85,67467.0,758936.0,,8.89,1031.0,19704.0,,5.23,,,,,2204.0,32572.0,,6.77,88671.0,993652.0,,8.92,DC,Final
3986,1996-07-28,28742.0,290781.0,,9.88,19917.0,262189.0,,7.6,15071.0,309616.0,,4.87,,,,,619.0,5815.0,,10.64,64349.0,868401.0,,7.41,DE,Final
3987,1996-07-28,683201.0,8613227.0,,7.93,367264.0,5613660.0,,6.54,73668.0,1410524.0,,5.22,,,,,29554.0,428345.0,,6.9,1153687.0,16065756.0,,7.18,FL,Final
3988,1996-07-28,388067.0,4472385.0,,8.68,202512.0,2903730.0,,6.97,136005.0,2887084.0,,4.71,,,,,9803.0,109817.0,,8.93,736387.0,10373016.0,,7.1,GA,Final
3989,1996-07-28,33773.0,229919.0,,14.69,31588.0,241420.0,,13.08,34428.0,343667.0,,10.02,,,,,623.0,4717.0,,13.21,100412.0,819723.0,,12.25,HI,Final
3990,1996-07-28,97910.0,1047834.0,,9.34,48715.0,647438.0,,7.52,60507.0,1299563.0,,4.66,,,,,7421.0,118219.0,,6.28,214553.0,3113054.0,,6.89,IA,Final
3991,1996-07-28,24077.0,450193.0,,5.35,32416.0,821253.0,,3.95,32048.0,976858.0,,3.28,,,,,1655.0,43460.0,,3.81,90196.0,2291764.0,,3.94,ID,Final
3992,1996-07-28,427825.0,3752677.0,,11.4,298410.0,3344446.0,,8.92,216538.0,3586946.0,,6.04,,,,,54001.0,718830.0,,7.51,996774.0,11402899.0,,8.74,IL,Final
3993,1996-07-28,175150.0,2665367.0,,6.57,95164.0,1626626.0,,5.85,139751.0,3583256.0,,3.9,,,,,4370.0,42987.0,,10.17,414435.0,7918236.0,,5.23,IN,Final
3994,1996-07-28,109652.0,1336385.0,,8.21,75005.0,1104408.0,,6.79,38408.0,797011.0,,4.82,,,,,2846.0,30081.0,,9.46,225911.0,3267885.0,,6.91,KS,Final
3995,1996-07-28,116661.0,2067214.0,,5.64,52476.0,999570.0,,5.25,104627.0,3172459.0,,3.3,,,,,12769.0,269919.0,,4.73,286533.0,6509162.0,,4.4,KY,Final
3996,1996-07-28,216522.0,2853981.0,,7.59,107545.0,1558409.0,,6.9,117653.0,2733771.0,,4.3,,,,,18274.0,235627.0,,7.76,459994.0,7381788.0,,6.23,LA,Final
3997,1996-07-28,153753.0,1348104.0,,11.41,203880.0,1836441.0,,11.1,79444.0,859590.0,,9.24,,,,,7147.0,41415.0,,17.26,444224.0,4085550.0,,10.87,MA,Final
3998,1996-07-28,198213.0,2053382.0,,9.65,175406.0,2112303.0,,8.3,39344.0,833929.0,,4.72,,,,,5894.0,56811.0,,10.37,418857.0,5056425.0,,8.28,MD,Final
3999,1996-07-28,35049.0,280493.0,,12.5,25586.0,268855.0,,9.52,22733.0,415191.0,,5.48,,,,,1203.0,5218.0,,23.05,84571.0,969757.0,,8.72,ME,Final
4000,1996-07-28,230866.0,2612968.0,,8.84,224201.0,2824417.0,,7.94,147342.0,2905127.0,,5.07,,,,,7771.0,60516.0,,12.84,610180.0,8403028.0,,7.26,MI,Final
4001,1996-07-28,112492.0,1502115.0,,7.49,58272.0,884479.0,,6.59,103828.0,2325997.0,,4.46,,,,,5553.0,68259.0,,8.14,280145.0,4780850.0,,5.86,MN,Final
4002,1996-07-28,243202.0,2901005.0,,8.38,154173.0,2114308.0,,7.29,71149.0,1298721.0,,5.48,,,,,5875.0,74064.0,,7.93,474399.0,6388098.0,,7.43,MO,Final
4003,1996-07-28,122737.0,1715133.0,,7.16,55885.0,803913.0,,6.95,61670.0,1379991.0,,4.47,,,,,5461.0,62653.0,,8.72,245753.0,3961690.0,,6.2,MS,Final
4004,1996-07-28,16993.0,271049.0,,6.27,14284.0,289082.0,,4.94,15989.0,513789.0,,3.11,,,,,1514.0,24456.0,,6.19,48780.0,1098376.0,,4.44,MT,Final
4005,1996-07-28,354981.0,4195408.0,,8.46,197569.0,3019677.0,,6.54,155137.0,2847754.0,,5.45,,,,,12176.0,182418.0,,6.67,719863.0,10245257.0,,7.03,NC,Final
4006,1996-07-28,15739.0,220930.0,,7.12,12057.0,189149.0,,6.37,6759.0,143046.0,,4.73,,,,,1820.0,40606.0,,4.48,36375.0,593731.0,,6.13,ND,Final
4007,1996-07-28,59300.0,802712.0,,7.39,35414.0,584018.0,,6.06,22653.0,540914.0,,4.19,,,,,10347.0,152935.0,,6.77,127714.0,2080579.0,,6.14,NE,Final
